Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Conseil 1 (product.metafields.custom.conseil_1),Conseil 2 (product.metafields.custom.conseil_2),Conseil 3 (product.metafields.custom.conseil_3),Question FAQ 1 (product.metafields.custom.question_faq_1),Question FAQ 2 (product.metafields.custom.question_faq_2),Question FAQ 3 (product.metafields.custom.question_faq_3),Question FAQ 4 (product.metafields.custom.question_faq_4),Titre Comment jouer (product.metafields.custom.titre_comment_jouer),Titre FAQ (product.metafields.custom.titre_faq),Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Nombre d’évaluations de produit (product.metafields.reviews.rating_count),Restrictions d’âge (product.metafields.shopify.age-restrictions),Caractéristiques du jeu de société (product.metafields.shopify.board-game-features),Mécanique du jeu de société (product.metafields.shopify.board-game-mechanics),Couleur (product.metafields.shopify.color-pattern),Compétences de dextérité (product.metafields.shopify.dexterity-skills),Type d’événement (product.metafields.shopify.event-type),Caractéristiques de jeu (product.metafields.shopify.game-features),Compétences de jeu (product.metafields.shopify.gameplay-skills),Rareté (product.metafields.shopify.rarity),Tranche d’âge recommandée (product.metafields.shopify.recommended-age-group),Thème (product.metafields.shopify.theme),Matériau du jeu/jouet (product.metafields.shopify.toy-game-material),Emballage de cartes à collectionner (product.metafields.shopify.trading-card-packaging),Produits complémentaires (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products),Paramètres des produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products_display),Mises en avant de produits dans la recherche (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
unlock-escape-geeks-la-tour-eiffel,Unlock! Escape Geeks : La Tour Eiffel,"<p data-start=""122"" data-end=""437"">Vous avez reçu un message urgent : la secte ODAL recherche un artefact légendaire dissimulé dans la Tour Eiffel lors de sa construction. Pour l’empêcher de tomber entre de mauvaises mains, il vous faudra gravir les étages de la Dame de Fer, résoudre des énigmes et récupérer l’artefact avant qu’ODAL ne le trouve.</p>
<p data-start=""439"" data-end=""800"">Après le succès des romans, les Escape Geeks débarquent dans une aventure Unlock! totalement inédite. Cette mission complète se compose de 60 cartes et utilise les règles officielles du jeu de société Unlock!. Accessible à tous, cette boîte est idéale aussi bien pour les fans de la série que pour les joueurs débutants souhaitant découvrir l’univers Unlock!.</p>
<p data-start=""802"" data-end=""1035"">Cette aventure mêle exploration, réflexion et immersion narrative dans un scénario palpitant au cœur de Paris. Préparez-vous à vivre un escape game à la maison, seul ou en groupe, et à relever le défi avant la fin du temps imparti.</p>
<p data-start=""1037"" data-end=""1137"">Disponible dès maintenant dans notre boutique en ligne dédiée aux jeux de société et escape games.<br></p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 1 à 6 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">60 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3558380095460,263.0,shopify,2,deny,manual,13.50,,true,true,,,,,'3558380095460,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/unlocktoureiffel.png?v=1756485262,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,multi-niveau,deduction-et-detectives; cooperative; famille; aventure-et-voyage,rouge; multicolore,,,,deduction; prise-de-decision-tactique,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
unlock-escape-geeks-la-tour-eiffel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/unlocktoureiffel2.png?v=1756485263,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sous-les-toits-de-paris-extension,Sous Les Toits de Paris - Extension,"<div id=""product-description-short-5012"">
<p data-start=""131"" data-end=""476"">Sous les Toits de Paris est une mini-extension pour le jeu de société Les Toits de Paris. Elle ajoute 7 cartes spéciales inédites pour enrichir vos parties et multiplier les stratégies possibles. Chaque carte apporte un pouvoir unique, pouvant avantager le joueur actif ou nuire à ses adversaires, pour des affrontements encore plus tactiques.</p>
<p data-start=""478"" data-end=""521"">Parmi les nouvelles cartes, on retrouve :</p>
<ul>
<li data-start=""524"" data-end=""625"">La Cachette, qui permet de passer son tour de butin si les cartes proposées ne vous conviennent pas</li>
<li data-start=""524"" data-end=""625"">Le Passage Secret, pour piocher une carte butin supplémentaire</li>
<li data-start=""695"" data-end=""770"">Le Conduit de Cheminée, qui offre la possibilité de replacer l’inspecteur</li>
<li data-start=""773"" data-end=""836"">Le Grenier, permettant de récupérer une carte dans la réserve</li>
<li data-start=""839"" data-end=""906"">Le Débarras, qui permet de prendre deux cartes depuis la défausse</li>
<li data-start=""909"" data-end=""968"">La Chambre de Bonne, offrant des points de victoire bonus</li>
<li data-start=""971"" data-end=""1038"">Le Quartier Général des Pies, qui augmente votre nombre de plumes</li>
</ul>
<p data-start=""1040"" data-end=""1200"">Cette extension apporte de nouvelles interactions, plus de rejouabilité et des possibilités tactiques accrues, tout en conservant la fluidité du jeu original.</p>
<p data-start=""1202"" data-end=""1440"">Sous les Toits de Paris est un indispensable pour les amateurs de Les Toits de Paris qui veulent varier leurs stratégies et redécouvrir le jeu. Disponible dès maintenant dans notre boutique en ligne spécialisée dans les jeux de société.</p>
Nécessite le jeu de base Les Toits De Paris.<br><br>
</div>
<div class=""product-actions""><form action=""https://surfinmeeple.fr/panier"" method=""post"" id=""add-to-cart-or-refresh""></form></div>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"">2 à 4 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">30 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3701252800222,22.0,shopify,3,deny,manual,4.50,,true,true,,,,,'3701252800222,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/souslestoitsdeparis.jpg?v=1756485261,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,extension-disponible,echange-de-cartes; race; strategie-3,multicolore; bleu,,,,reflexion-strategique; prise-de-decision-tactique,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
tokaido-duo,Tokaido Duo,"<p data-start=""137"" data-end=""507"">Tokaido Duo est la version pour deux joueurs du célèbre jeu de société Tokaido. Parfait pour les amateurs de jeux à deux, ce jeu vous invite à vivre un voyage inoubliable à travers un Japon médiéval empreint de calme et de beauté. Chaque joueur choisit un rôle unique parmi ceux proposés, chacun ayant une manière différente de marquer des points et d’aborder la partie.</p>
<p data-start=""509"" data-end=""786"">Explorez des paysages apaisants, découvrez des lieux riches en mystères, et vivez une expérience contemplative et stratégique. Tokaido Duo propose une immersion totale dans un univers graphique raffiné, illustré par l’artiste Naïade, reconnu pour son style poétique et élégant.</p>
<p data-start=""788"" data-end=""966"">Ce jeu de société pour deux joueurs offre une expérience fluide, accessible et pleine de subtilité, idéale pour les couples, les amis ou les amateurs de jeux calmes et immersifs.</p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"">2 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">20 à 30 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">8 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3770019647653,617.0,shopify,3,deny,manual,18.50,,true,true,,,,,'3770019647653,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/tokaidoduo.png?v=1756485265,1,"",false,Acheter 7 Wonders Duel,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,prime,strategie; simulation-de-guerre,multicolore,,,,reflexion-strategique; prise-de-decision-tactique,,10-ans-ou-plus; 8-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
tokaido-duo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/tokaidoduo2.png?v=1756485265,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tokaido-duo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/tokaidoduo3.jpg?v=1756485262,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unstable-unicorns-for-kids,Unstable Unicorns Pour Enfants,"<div class=""column"">
<div class=""tab-control components-tab ui-tabs ui-corner-all ui-widget ui-widget-content"">
<div id=""description"" aria-labelledby=""ui-id-2"" role=""tabpanel"" class=""ui-tabs-panel ui-corner-bottom ui-widget-content"" aria-hidden=""false"">
<div class=""description fr-view"">Bienvenue dans le monde merveilleux d’Unstable Unicorns ! À tour de rôle, vous allez récupérer des Licornes et faire un peu de Magie. Le premier joueur dont l’Écurie rassemble 7 Licornes l’emporte !<br><br>Unstable Unicorns pour Enfants est un jeu de cartes conçu pour initier les plus jeunes au monde magique des licornes et de la stratégie. Cette boîte pour 2 à 6 joueurs à partir de 6 ans contient des personnages inédits et des illustrations trop mignonnes que tous les enfants vont adorer !</div>
<div class=""description fr-view""></div>
</div>
</div>
</div>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 2 à 6 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">15 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">6 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Card Games,"","",true,Title,Default Title,,,,,,,,'3558380109716,243.0,shopify,1,deny,manual,13.50,,true,true,,,,,'3558380109716,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/Unstableunicornskids.jpg?v=1756485262,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rouge; multicolore,,,,,,8-ans-ou-plus; 6-ans-ou-plus,fantaisie,papier-carton,,,,,,,kg,,,active
unstable-unicorns-for-kids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/Unstableunicornskids2.jpg?v=1756485261,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unstable-unicorns-for-kids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/Unstableunicornskids3.jpg?v=1756485261,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portfolio-ultra-pro,Portfolio Ultra Pro A4 360 Cases,"<div>
<span style=""color: #000000;"">Classeur élégant de 20 pages (360 emplacements), parfait pour ranger ses cartes !</span><br>
</div>
<p><br></p>
<!---->",Boutique Loufoque,Toys & Games > Games > Card Games,"","",false,Title,Default Title,,,,,,,,'074427152192,536.0,shopify,0,deny,manual,19.90,,true,true,,,,,'074427152192,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/Portfolioultrapro.png?v=1756485261,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echange-de-cartes; strategie,noir,,,,,,10-ans-ou-plus,,papier-carton; plastique,,,,,,,kg,,,draft
toploader-gamegenic,Toploader Gamegenic,<p>Boîte de 25 toploaders taille standard.</p>,Boutique Loufoque,Toys & Games > Games > Card Game Accessories,"","",true,Title,Default Title,,,,,,,,'4251715417867,240.0,shopify,14,deny,manual,4.50,,true,true,,,,,'4251715417867,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/toploader.png?v=1756485264,1,"",false,,,6853,,,,,,,,,,,,,,,,,,,,,,,,,,echange-de-cartes; strategie,multicolore; clair,,,,,,10-ans-ou-plus; 13-18-ans,,papier-carton; plastique,,,,,,,kg,,,active
toploader-gamegenic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/toploadergamegenic.png?v=1756485262,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patchwork-express,Patchwork Express,"<p data-start=""140"" data-end=""518"">Patchwork et Patchwork Express sont deux jeux de société pour deux joueurs, conçus par l’auteur renommé de Agricola. Ces jeux de stratégie accessibles et malins vous proposent de créer le patchwork le plus harmonieux possible sur un plateau personnel. Dans Patchwork, le plateau est de 9x9 cases, tandis que dans Patchwork Express, plus rapide et simplifié, il est de 7x7 cases.</p>
<p data-start=""520"" data-end=""835"">À tour de rôle, les joueurs choisissent un bloc de tissu parmi trois disponibles. Une fois le bloc sélectionné, il faut le placer sur son plateau en respectant les contraintes de forme, sans chevaucher les blocs déjà posés. Chaque décision compte pour optimiser l’espace et accumuler des boutons, la monnaie du jeu.</p>
<p data-start=""837"" data-end=""1021"">L’objectif est de créer la couverture la plus complète possible. À la fin de la partie, le joueur ayant le plus de boutons et le moins de trous dans sa couverture remporte la victoire.</p>
<p data-start=""1023"" data-end=""1282"">Patchwork Express est une version plus rapide et plus accessible, idéale pour les enfants ou pour des parties courtes entre adultes. Ces deux jeux de société pour deux joueurs sont parfaits pour les amateurs de réflexion, de logique et de placement de tuiles.</p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"">2 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">20 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">8 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3770001556710,600.0,shopify,3,deny,manual,16.90,,true,true,,,,,'3770001556710,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/Patchworkexpress.png?v=1756485264,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strategie; echange-de-cartes; jeu-par-arrangement,multicolore; damier; geometriques,,,,reconnaissance-de-formes; reflexion-strategique,,10-ans-ou-plus; 8-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
patchwork-express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/Patchworkexpress2.png?v=1756485262,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magic-the-gathering-boite-de-boosters-aux-portes-des-eternites-copie,Magic The Gathering - Boîte de Boosters - Aux Portes Des Eternités (Copie),"<p>Boîte de 30 boosters Magic The Gathering : Aux Portes Des Eternités.</p>
<p><br></p>",Boutique Loufoque,Toys & Games > Games > Card Games,"","",true,Title,Default Title,,,,,,,,'5010996301550,1000.0,shopify,1,deny,manual,169.00,,true,true,,,,,'5010996301550,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/displaymagicedgeofeternities.png?v=1756485263,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echange-de-cartes; strategie,rouge; multicolore; violet,,,,,,10-ans-ou-plus,fantaisie,papier-carton,,,,,,,kg,,,active
magic-the-gathering-aux-portes-des-eternites,Magic The Gathering - Aux Portes Des Eternités,"<p>Booster Magic The Gathering : Aux Portes Des Eternités.</p>
<p><br></p>",Boutique Loufoque,Toys & Games > Games > Card Games,"","",false,Title,Default Title,,,,,,,,'5010996301543,33.0,shopify,0,deny,manual,6.50,,true,true,,,,,'5010996301543,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/mtgedgeofeternities.png?v=1756485263,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echange-de-cartes; strategie,rouge; multicolore; violet,,,,,,10-ans-ou-plus,fantaisie,papier-carton,,,,,,,kg,,,draft
7-wonders-architects-medals-extension,7 Wonders Architects - Medals - Extension,"<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 2 à 7 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">25min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">8 ans et +</td>
</tr>
</tbody>
</table>
<p data-start=""138"" data-end=""537""><strong data-start=""238"" data-end=""271""><!----></strong></p>
<p data-start=""138"" data-end=""537""><strong data-start=""238"" data-end=""271"">7 Wonders Architects – Medals</strong> est la première <strong data-start=""288"" data-end=""312"">extension officielle</strong> du jeu familial et tactique <a href=""https://shop.loufoque.fr/products/7-wonders-architects""><em data-start=""341"" data-end=""363"">7 Wonders Architects</em></a>. Elle enrichit l’expérience en ajoutant une nouvelle dimension stratégique grâce à des <strong data-start=""451"" data-end=""495"">médailles à gagner avant vos adversaires</strong>, ainsi que <strong data-start=""507"" data-end=""536"">deux nouvelles merveilles</strong> et de <strong data-start=""543"" data-end=""570"">nouveaux jetons progrès</strong>. Intégrée au gameplay simple et rapide du jeu de base, <em data-start=""626"" data-end=""634"">Medals</em> ajoute une couche d’interaction et d’objectifs compétitifs qui renouvellent les défis tout en conservant l’accessibilité et le rythme des parties.</p>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'5425016926734,770.0,shopify,0,deny,manual,18.50,,true,true,,,,,'5425016926734,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/medals.jpg?v=1756485262,1,7 wonders architects extension medals,false,7 Wonders Architects – Medals : Extension stratégique,"Extension 7 Wonders Architects – Medals : ajoute médailles objectifs, deux merveilles (Ur & Rome) et nouveaux jetons progrès pour enrichir vos parties.",,,,,,,,,,,,Surveillez les objectifs des médailles,Exploitez les nouvelles merveilles,Combinez science et objectifs,Cette extension nécessite-t-elle le jeu de base ?,L’extension augmente-t-elle la complexité du jeu ?,Que contient la boîte ?,À partir de quel âge est-elle recommandée ?,Comment jouer à 7 Wonders Architects – Medals ?,FAQ – Tout savoir sur 7 Wonders Architects – Medals,,,,,,extension-disponible,strategie; simulation-de-guerre,multicolore; bleu; bronze,,,,reflexion-strategique,,8-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
7-wonders-architects-medals-extension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/medals2.jpg?v=1756485262,2,7 wonders architects extension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-wonders-architects-medals-extension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/7wondersarchitectsmedals.jpg?v=1756485260,3,jeu stratégique 7 wonders architects medals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altered-booster-lodyssee-des-cieux,Altered - Booster L'Odyssée Des Cieux,"<p>Booster Altered : L'Odyssée Des Cieux.</p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"">2 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">20 à 30 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">13 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Card Games,"","",false,Title,Default Title,,,,,,,,,26.0,shopify,0,deny,manual,4.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/Boosteralteredset4.png?v=1756485262,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echange-de-cartes; strategie,rouge; multicolore,,,,,,10-ans-ou-plus; 13-18-ans,fantaisie,papier-carton,,,,,,,kg,,,draft
altered-boite-de-36-boosters-lodyssee-des-cieux-fr,Altered - Boîte De 36 Boosters L'Odyssée Des Cieux (FR),"<p>Boîte de 36 boosters Altered : L'Odyssée Des Cieux.<br><br></p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"">2 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">20 à 30 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">13 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Card Games,"","",false,Title,Default Title,,,,,,,,'3760397181535,1116.0,shopify,0,continue,manual,139.90,,true,true,,,,,'3760397181535,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/alteredset4display.png?v=1756485263,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echange-de-cartes; strategie,rouge; multicolore,,,,,,10-ans-ou-plus; 13-18-ans,fantaisie,papier-carton,,,,,,,kg,,,draft
lorcana-tournois-construit-06-08-2025-copie,LORCANA tournois CONSTRUIT 20/08/2025,"<p><span>          Date : Mercredi 20 Aout à 19h30</span></p>
<p> </p>
<ul>
<li><span>Lieu : Boutique Loufoque<br><br></span></li>
<li>
<span>5 rue Dante 75005 Paris</span><br><br><span></span>
</li>
<li>
<span>Format : Construit de 16 joueurs (3 rondes, BO3, 50 mn)<br></span><span><br></span>
</li>
<li>
<span>Coût : 7€<br><br></span><span></span>
</li>
<li>
<span>Contreparties : un booster et une boisson pour chaque joueur.<br></span><span><br></span>
</li>
<li>Récompenses supplémentaires selon le classement.<br><span><br></span>
</li>
</ul>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 16  joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">~ 4h</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">2 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games,"","2 à 4 joueurs, 20 minutes, 8 ans et +",false,Title,Default Title,,,,,,,,,250.0,shopify,16,deny,manual,7.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/regne.jpg?v=1748965580,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,famille; strategie,rouge,,,,concentration,,1-an-ou-plus,,papier-carton,,,,,,,kg,,,draft
